% ARFF file Created by Marsyas (ArffFileSink)
@relation result/result.arff
@attribute Chroma_0 real
@attribute Chroma_1 real
@attribute Chroma_2 real
@attribute Chroma_3 real
@attribute Chroma_4 real
@attribute Chroma_5 real
@attribute Chroma_6 real
@attribute Chroma_7 real
@attribute Chroma_8 real
@attribute Chroma_9 real
@attribute Chroma_10 real
@attribute Chroma_11 real

@data
-258.567863,-46.154036,1737.848902,-111.831396,-107.786493,-130.756492,118.594713,317.974315,-211.499671,-66.984382,42.554727,-26.134058
-966.908317,98.297291,-1689.943419,337.696693,139.792050,82.952028,2.085576,104.119657,305.351601,72.604516,-19.210310,-10.097782
1128.887151,-92.774758,211.628578,-277.989946,5.167650,-63.267255,55.978562,-442.136802,-121.148206,1.919809,2.732408,39.823367
-307.436033,-52.001727,1351.079005,245.577094,-150.872833,74.461486,-2.430695,448.359953,-75.115397,44.906428,-6.074997,-49.204335
-805.106704,38.302797,-1702.366076,-43.268524,142.873264,-71.387878,33.130754,-145.916988,106.226472,25.951255,50.238194,-2.908054
915.647284,14.509103,476.351745,-137.280787,-123.751733,55.969753,-50.008561,77.371136,-23.085409,9.341599,-89.188065,-24.655139
-199.384887,-122.779218,1097.129003,418.754819,-44.008057,-55.017911,48.258092,227.994166,69.945403,67.054713,88.829196,-56.337508
-498.269098,56.111058,-1669.080491,-511.934236,105.359654,115.439074,-105.249719,-63.826539,-245.542470,71.431607,-55.927316,44.999646
1056.394365,101.284362,592.582830,313.101278,-229.669371,57.733569,39.587979,377.779234,255.225463,78.934717,15.101718,-90.542500
-435.188041,-218.204009,1166.611589,52.209496,160.031664,43.858162,-55.219665,-150.921741,-11.655226,1.470882,7.681039,38.481770
-140.646510,197.154726,-2099.732361,-336.864090,0.512051,-29.615651,-97.402866,200.885068,-144.276880,-18.923451,3.889009,8.313955
1397.989226,-136.898676,1364.898016,461.999902,-120.753564,49.347639,115.801793,146.915924,105.987589,111.332589,-11.647912,-36.571561
-1352.031870,58.624320,481.270084,-375.872459,60.618717,-34.601365,-259.595044,-301.425256,54.855120,-115.337834,-0.714489,23.586143
519.704505,21.384676,-1963.993171,149.054585,10.186353,9.076042,245.748590,402.160723,-92.931996,79.938722,27.257968,-27.672447
1121.697142,-64.842947,1783.019826,147.493007,-43.698403,-35.568548,-279.796359,-222.779751,62.530764,-61.412446,-45.315606,37.596038
-1562.284672,21.538754,-61.611592,-439.069392,7.833499,-10.104292,178.690074,-179.416209,-118.965377,-103.108762,37.439248,-25.667769
640.596720,145.633344,-1860.668294,454.663885,-37.297819,13.242369,-65.862037,418.146415,143.313667,216.431523,-45.420526,9.441013
990.166711,-129.727393,2293.703552,-216.079804,136.110716,35.728602,-28.692266,-474.245103,-31.015934,-240.569674,76.625271,75.591024
-1619.022494,18.325393,-645.035916,-98.149600,-32.459277,-81.972089,139.889843,-39.283301,-85.845568,83.570875,-100.149714,-35.981295
675.624673,149.744180,-1737.300409,431.715634,-26.243859,-85.641102,-142.718493,338.189068,176.704986,-102.081058,94.796823,20.623925
481.396479,-107.478365,2891.329816,-464.465402,72.507282,-43.914643,230.640072,-587.779265,-160.707009,27.679756,-48.228807,-0.296270
-1548.983294,36.444516,-1704.366598,409.614343,-31.067160,-68.749857,-175.420996,241.140278,222.936899,54.947198,-3.461970,-64.581237
1259.523553,-43.847323,-872.670398,-248.647490,-91.263254,31.184577,210.812996,184.972041,-323.495968,-112.089585,7.809754,6.833641
-448.104382,243.441587,2558.922220,-90.227231,71.584027,-17.608621,-92.316367,-403.806272,192.331075,224.431798,-3.837265,-76.472541
-585.742138,-209.212650,-1936.561423,319.814180,-206.248417,97.985262,92.124358,399.963888,30.624172,-65.523196,6.826797,-15.677930
1395.533260,84.478759,-421.177795,-491.694390,284.942713,43.677760,-10.166378,30.266671,-110.619534,194.794597,-47.716260,33.825792
-489.069059,166.360709,2553.009347,317.225773,-251.419714,142.584593,13.036537,-365.368957,9.247221,-102.421952,99.884733,-81.235534
-558.120471,-91.207472,-2574.324997,15.961211,-14.718675,-164.292249,7.230185,459.964229,130.433027,59.757231,-115.404877,37.622312
1536.852804,-97.353119,535.038498,-296.086687,153.306125,163.508991,-36.036109,-208.727059,-14.219783,77.982921,104.982149,-11.450744
-525.398478,263.689055,1972.326327,419.380545,-208.331400,-194.896877,-49.553429,-268.494334,-93.766058,-175.076347,-88.490781,-50.175991
