% ARFF file Created by Marsyas (ArffFileSink)
@relation output.arff
@attribute Chroma_0 real
@attribute Chroma_1 real
@attribute Chroma_2 real
@attribute Chroma_3 real
@attribute Chroma_4 real
@attribute Chroma_5 real
@attribute Chroma_6 real
@attribute Chroma_7 real
@attribute Chroma_8 real
@attribute Chroma_9 real
@attribute Chroma_10 real
@attribute Chroma_11 real

@data
-10.511026,3.356030,-8.246734,7.771965,-28.745119,-20.435938,-27.102571,-15.469604,-7.131781,-15.135941,-20.164301,-18.765314
-13.585957,-1.857689,-23.049575,-6.422332,-23.248601,-22.972353,-31.979321,-26.091203,-7.798112,-31.584970,-19.306866,-18.647412
-11.766829,-3.723977,-17.692732,-2.225087,-10.130409,-25.094275,-24.933127,-25.919422,-2.747295,-27.162514,-16.498667,-13.836135
-14.702844,-2.061846,-22.238404,-6.852357,-11.508388,-22.622425,-22.844575,-10.511366,-0.600157,-17.960216,-28.462285,-30.299634
-11.768165,-6.732984,-11.521240,4.105987,-3.495724,-22.787474,-11.585068,-6.562178,1.883124,-26.814341,-16.826231,-20.950352
-4.998165,-1.867356,0.395721,-3.872983,-6.340202,-26.952755,-12.689246,-5.287270,4.623632,-20.388099,-20.709060,-10.013986
-3.721353,0.506672,-1.691205,-1.117610,1.863455,-20.619533,-16.202951,2.930203,-7.867880,-17.141353,-9.677803,-6.235187
1.049838,0.510141,-0.548786,-10.142521,-6.958689,-25.720984,-10.766936,-5.049691,-0.443109,-25.361318,-6.808415,-15.137664
0.937007,0.136765,-14.444562,3.723888,-19.029383,-20.997832,-15.993783,-7.881650,-16.572720,-22.683127,-21.324907,-29.737078
-12.439916,-13.028591,-15.214570,-3.138365,-11.094863,-12.350203,-25.537275,-21.549614,-8.039536,-27.192771,-17.266008,-28.907968
-15.111271,-21.315143,-10.720918,-11.022283,-22.065684,-21.451427,-17.653512,-20.460067,-14.057572,-31.999274,-20.608211,-28.585322
-21.357443,-14.033375,-11.615724,-8.687557,-8.673905,-23.659309,-26.899606,-9.621877,-16.500163,-34.962506,-25.496019,-26.376451
-6.860666,-9.694695,-13.951488,-2.510076,-6.014452,-22.991998,-23.861558,-13.010123,-15.972142,-21.638908,-26.999474,-27.790317
-10.979276,-5.167570,-16.087543,-5.814392,-5.027022,-28.482065,-19.591387,-9.927848,-6.580350,-27.244946,-11.138411,-22.071505
-14.894443,-12.967249,-15.208635,0.417733,-2.546508,-28.470917,-12.050629,-6.973298,1.889970,-17.907029,-10.354238,-20.271357
-11.297837,-8.388387,-6.750243,-2.760461,-11.637667,-16.096457,-11.850460,-6.215109,-5.592008,-20.712797,-10.995929,-24.978758
-7.523759,-15.202933,-19.084864,-3.009365,-24.408346,-22.617995,-11.854534,-8.292811,5.288180,-14.960813,-20.206310,-30.164468
-7.197531,-15.045328,-18.244820,-15.146696,-18.395416,-22.989626,-25.468070,-19.581870,-14.624707,-27.762470,-25.119574,-29.092851
-7.811991,-25.847192,-27.110940,-15.535431,-23.877903,-30.702609,-24.077672,-28.830148,-17.409268,-23.140439,-27.747706,-35.300156
-9.499074,-32.138971,-27.220744,-7.674237,-27.555636,-25.885762,-26.966980,-21.696301,-20.817581,-21.309015,-33.950973,-34.917736
-15.023330,-27.102848,-18.385369,-6.739125,-16.462619,-36.336621,-27.469293,-31.621319,-33.884522,-21.572657,-39.361109,-33.221739
-20.962988,-21.376655,-25.214590,-10.436549,-19.356725,-28.802543,-36.146207,-29.609541,-14.993043,-30.874012,-41.191427,-36.652251
